evaluation_id,institution_id,institution_name,institution_size_tier,sub_institution_id,canonical_name,entity_size_tier,member_name,is_original_member,label
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,institute of reproductive and developmental digestion and reproduction,1,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,institute of reproductive anddevelopmental biology,1,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,institute of reproductive development and biology,1,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,institute or reproductive and developmental biology,1,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,instituteof reproductive and developmental biology,1,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,department of biology,0,0
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,division of biology,0,0
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,biology department,0,0
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,department biology,0,0
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,biology division,0,0
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,department of reproductive biology,0,1
54,47508984,Imperial College London,large,95594,institute of reproductive and developmental biology,large,reproductive and developmental biology department of surgery and cancer,0,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,center for electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,center of electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic materials devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,center electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre of electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronics materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for physical electronics and materials,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic material and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic materials and device,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,center for electronic materials and n devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electron mater devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic matenals and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for electronic materials n and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,centre for semiconductor materials and devices,1,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,department centre for electronic materials and devices,1,1
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,department of materials,0,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,materials department,0,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,department materials,0,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,school of materials,0,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,department for materials,0,0
55,47508984,Imperial College London,large,95390,centre for electronic materials and devices,medium,department of materials materials,0,0
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,wolfson laboratories,1,1
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,wolfson laboratory,1,1
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,from the wolfson laboratories,1,1
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,from wolfson laboratories,1,1
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,wolfsons laboratories,1,1
56,47508984,Imperial College London,large,95721,wolfson laboratories,medium,wolfson laboratories department of biochemistry,0,1
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,centre for nuclear engineering,1,1
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,center for nuclear engineering,1,1
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,centre of nuclear engineering,1,1
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,centre for nuclear engineering dpt of materials,1,1
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,department of el el engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,faculty of engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,department of engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,school of engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,engineering department,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,college of engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,engineering faculty,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,engineering faculty of engineering,0,0
57,47508984,Imperial College London,large,95405,centre for nuclear engineering,medium,nuclear engineering group,0,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,centre for bacterial resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,cbrb centre for bacterial resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,mrc centre for bacterial resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,center for bacterial resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,centre for bacteriology resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,centre of bacterial resistance biology,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,centre for bacterial resistance biolougy,1,1
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,department of biology,0,0
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,division of biology,0,0
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,biology department,0,0
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,department biology,0,0
58,47508984,Imperial College London,large,95381,centre for bacterial resistance biology,small,biology division,0,0
59,47508984,Imperial College London,large,95371,brain behaviour laboratory,small,brain behaviour laboratory,1,1
59,47508984,Imperial College London,large,95371,brain behaviour laboratory,small,brain and behaviour laboratory,1,1
59,47508984,Imperial College London,large,95371,brain behaviour laboratory,small,brain and behavior laboratory,1,1
59,47508984,Imperial College London,large,95371,brain behaviour laboratory,small,brain behavior laboratory,1,1
59,47508984,Imperial College London,large,95371,brain behaviour laboratory,small,brain behvaiour lab,1,1
60,47508984,Imperial College London,large,95697,statistics section,small,statistics section,1,1
60,47508984,Imperial College London,large,95697,statistics section,small,statistical section,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environmental and biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environmental biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,school of environmental and biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,department of environmental and biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,environmental and biological engineering college,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environment and biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environmental and bioengineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environmental and engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,department of environment and biological engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environment and biology engineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environment bioengineering,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college of environmental and biological technology,1,1
61,64449678,Putian University,large,128292,college of environmental and biological engineering,large,college r of environmental and biological engineering,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian provincial key laboratory of ecology toxicological effects and control for emerging contaminants,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian provincial key laboratory of ecology toxicological effects and control techniques of emerging contaminants,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian province key laboratory of ecology toxicological effect control for emerging contaminants,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian provincial key laboratory of ecology toxicological effects,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,control for emerging contaminants key laboratory of ecological environment and information atlas,1,0
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian provincial key laboratory of ecological impacts and treatment technologies for emerging contaminants,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,key laboratory of ecology toxicological effects and control for emerging contaminants of fujian province,1,1
62,64449678,Putian University,large,128352,fujian provincial key laboratory of ecology toxicological effects control for emerging contaminants,large,fujian key laboratory of ecology toxicological effects control for emerging contaminants,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,school of pharmacy and medical technology,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,school of pharmaceutical sciences and medical technology,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,college of pharmaceutical and medical technology,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,college of pharmacy and medical technology,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,school of pharmacy,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,department of pharmacy pharmacy and medical technology school,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,college of pharmacy,1,1
63,64449678,Putian University,large,128391,school of pharmacy and medical technology,large,pharmacy and medical technology school,0,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environment and life science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environment and life sciences,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environmental and life sciences,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environment and life science department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environmental and life science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environment and biological science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environment life sciences,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environmental and life sciences department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,college of environment and life science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environmental and life science department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of enviroment and life sciences,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of enviromental and science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environment life science,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,department of environments and life sciences,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environment and bio sciences department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environment and life scientific department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environment science and life project department,1,1
64,64449678,Putian University,large,128308,department of environment and life science,large,environmental and ecological science department,1,0
64,64449678,Putian University,large,128308,department of environment and life science,large,environmental life science department,1,1
65,64449678,Putian University,large,128369,management college,medium,management college,1,1
65,64449678,Putian University,large,128369,management college,medium,manage college,1,1
65,64449678,Putian University,large,128369,management college,medium,management collage,1,1
65,64449678,Putian University,large,128369,management college,medium,management school,1,1
65,64449678,Putian University,large,128369,management college,medium,administration college,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of respiratory medicine,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of respiratory and critical care medicine,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of respiratory and critical illness medicine,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of pulmonary and critical care medicine,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of respiratory and critical care,1,1
66,64449678,Putian University,large,128337,department of respiratory medicine,medium,department of respiratory disease,1,1
67,64449678,Putian University,large,128320,department of medical imaging,medium,department of medical imaging,1,1
67,64449678,Putian University,large,128320,department of medical imaging,medium,department of radiology,1,1
67,64449678,Putian University,large,128320,department of medical imaging,medium,medical imaging department,1,1
67,64449678,Putian University,large,128320,department of medical imaging,medium,department of imaging,1,1
67,64449678,Putian University,large,128320,department of medical imaging,medium,department of radiology and imaging,1,1
68,64449678,Putian University,large,128355,general medicine department,small,general medicine department,1,1
68,64449678,Putian University,large,128355,general medicine department,small,department of internal medicine,1,1
68,64449678,Putian University,large,128355,general medicine department,small,department of general medicine,1,1
68,64449678,Putian University,large,128355,general medicine department,small,department of medicine,1,1
68,64449678,Putian University,large,128355,general medicine department,small,department of laboratory medicine,0,0
68,64449678,Putian University,large,128355,general medicine department,small,department of renal medicine,0,0
68,64449678,Putian University,large,128355,general medicine department,small,school of medicine,0,0
68,64449678,Putian University,large,128355,general medicine department,small,medicine college,0,0
68,64449678,Putian University,large,128355,general medicine department,small,college of medicine,0,0
69,64449678,Putian University,large,128370,management department,small,management department,1,1
69,64449678,Putian University,large,128370,management department,small,administrative department,1,1
70,64449678,Putian University,large,128343,economics department,small,economics department,1,1
70,64449678,Putian University,large,128343,economics department,small,department of economics and management,1,0
70,64449678,Putian University,large,128343,economics department,small,economic management department,1,0
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,chemistry department,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,chemistry and biochemistry department,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,biochemistry department,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,departmentof chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,departmentof chemistry and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry andbiochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,departmentof chemistry andbiochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,departments of chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department r of chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistryand biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department ofchemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department r of chemistry and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry and r biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,biochemical department,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,chemical department,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,chemistry departments,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of bio chemistrt,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of biochemistry and molecular biology,1,0
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of cemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemist,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry an biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry and biochmistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry and biohemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistry r and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemistty,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of chemisty,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department of r chemistry and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department ofchemistry and biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department or chemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department pf biochemistry,1,1
71,181233156,University of Oregon,large,358982,department of chemistry,large,department r of chemistry and r biochemistry,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department of physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,physics department,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,physics laboratory,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,school of physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department o f p h ysics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,departmentof physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,departments of physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department n of physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,deptartment of physics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department of phyiscs,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department of physics and its,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department of physis,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,department of pliysics,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,departments of physis,1,1
72,181233156,University of Oregon,large,359015,department of physics,large,ysics department,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology department,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,school psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology center,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,school of psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,graduate school of psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology faculty,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology laboratory,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psychol ogy,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psyhology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology department art and sciences,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of pscyhology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psy chology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psych,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psycho logy,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,department of psychology 1227,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,departmentof psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,departments of psychology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,departments of psychology and sociology,1,1
73,181233156,University of Oregon,large,359019,department of psychology,large,psychology department 1227,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,mathematics department,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department mathematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,eugene 2 department of mathematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,departments of physics and mathematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,mathematical department,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of hathematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of math,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathematical,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathematics 1222,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathematics an physics,1,0
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathematics and physics,1,0
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathemtics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of mathenmatics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,department of methematics,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,math department,1,1
74,181233156,University of Oregon,large,359003,department of mathematics,large,matheamtics department,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,charles h lundquist school of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,charles h lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lundquist school of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,school of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,charles e lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,charles lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lunquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,a anstett lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,business administration,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,eugenelundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,ludquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,marketing lundquist college of business,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lindquist college of business administration,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lundquist college of buisness,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lundquist college of business 1208,1,1
75,181233156,University of Oregon,large,359059,lundquist college of business,medium,lundquist college of business portland,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department of special education,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,division of special education and rehabilitation,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department special education,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,special education department,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,division of special education,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department of special education and rehabilitation,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department of special education and rehabilitation sciences,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department of speical education,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,division of teacher education in special education,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,special education and rehabilitation division,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,special education division,1,1
76,181233156,University of Oregon,large,359024,department of special education,medium,college of education,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,school of education,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,college for education,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,college of of education,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,education college,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,department of college of education,0,0
76,181233156,University of Oregon,large,359024,department of special education,medium,department of special education and clinical sciences,0,1
76,181233156,University of Oregon,large,359024,department of special education,medium,special education department of special education and clinical sciences,0,1
76,181233156,University of Oregon,large,359024,department of special education,medium,special education and clinical sciences department,0,1
76,181233156,University of Oregon,large,359024,department of special education,medium,department of special education clinical sciences,0,1
76,181233156,University of Oregon,large,359024,department of special education,medium,departments of psychology and of special education clinical sciences,0,1
76,181233156,University of Oregon,large,359024,department of special education,medium,faculty of special education and clinical sciences,0,1
77,181233156,University of Oregon,large,358956,center for translational neuroscience,medium,center for translational neuroscience,1,1
77,181233156,University of Oregon,large,358956,center for translational neuroscience,medium,center for translational science,1,0
77,181233156,University of Oregon,large,358956,center for translational neuroscience,medium,center of translational neuroscience,1,1
78,181233156,University of Oregon,large,359001,department of management,small,department of management,1,1
78,181233156,University of Oregon,large,359001,department of management,small,management department,1,1
78,181233156,University of Oregon,large,359001,department of management,small,center for educational policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,division of educational policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of educational policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning public policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,school of planning public policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,school of planning public policy management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning public policy management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,dept of planning public policy management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,planning public policy and management department,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning pubic policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning public policy ci management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning public policy management 12,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning public policy management 1209,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planning publicpolicy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of planningpublic policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,department of public planning public policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,school of planning policy and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,school of public policy planning and management,0,0
78,181233156,University of Oregon,large,359001,department of management,small,graduate school of management,0,1
78,181233156,University of Oregon,large,359001,department of management,small,graduate school of management and business,0,1
78,181233156,University of Oregon,large,359001,department of management,small,college of management,0,1
78,181233156,University of Oregon,large,359001,department of management,small,norwegian school of management,0,0
79,181233156,University of Oregon,large,359037,division of urology,small,division of urology,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,department of urology,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,urology section,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,divioion of urology,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,division of urology and pediatric surgery,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,section of urology,1,1
79,181233156,University of Oregon,large,359037,division of urology,small,urology department,1,1
80,181233156,University of Oregon,large,358986,department of decision sciences,small,department of decision sciences,1,1
80,181233156,University of Oregon,large,358986,department of decision sciences,small,decision sciences department,1,1
80,181233156,University of Oregon,large,358986,department of decision sciences,small,department of decision science,1,1
80,181233156,University of Oregon,large,358986,department of decision sciences,small,institute of cognitive and decision sciences,0,0
80,181233156,University of Oregon,large,358986,department of decision sciences,small,institute for cognitive and decision sciences,0,0
80,181233156,University of Oregon,large,358986,department of decision sciences,small,institute of cognitive decision sciences,0,0
80,181233156,University of Oregon,large,358986,department of decision sciences,small,cognitive and decision sciences institute,0,0
80,181233156,University of Oregon,large,358986,department of decision sciences,small,inst of cognitive decision sciences,0,0
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,department of computer science,1,1
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,computer science department,1,1
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,department computer science,1,1
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,school of computer science,1,1
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,golisano college of computer science,1,1
81,155173764,Rochester Institute of Technology,large,305848,department of computer science,large,department of computer engineering,1,0
