"institution_id","ror_id","institution_name"
4210158777,"05m7h6793","Academy of Music, Dance and Fine Arts"
4210160460,"055t9t204",Informaatika ja Arvutustehnika Instituut
4210140165,"04d2zdx41",Labyrinth Musical Workshop
4210115282,"0219t5m94",Vilnius Business College
4210118002,"02hy76n39",Vilnius Cooperative College
4210147221,"04ejbez48",​​​Jekabpils Agrobusiness College
4210091668,"00fvwqz75",Baranavichy State University
4210098647,"00g7xqw85",Universitatea Ecologica din Bucuresti
4210110836,"01wzqhm27",Academy of Agricultural and Forestry Sciences
4210134874,"02scqqt19",National Institute for Research and Development for Industrial Ecology
4210150973,"051mkpe32",Bioterra University Bucharest
4210153505,"058n0ks92",Institutul Naţional de Cercetare-Dezvoltare pentru Mecatronică si Tehnica Masurării
4210154602,"0572trk36",Institutul Teologic Baptist din București
4210144646,"04yh8vz11",Universitatea George Bacovia Bacau
4210092972,"00ekkwn87",Sedibeng TVET College
4210097017,"00qt2x502",Universitatea Danubius Galati
4210166484,"025t4nz25","Universitatea de Stat „Bogdan Petriceicu Hasdeu"" din Cahul"
4210166538,"05v4v2w58",Hebron Theological College
4210159446,"04rep4w03",Izmail State University of Humanities
4210098259,"00vtb6v32",Institute of Educational Sciences
4210104933,"01nkhmn89",Biruni University
4210091267,"0188hvh39",Gelişim Üniversitesi
4210103330,"01dp7jr64",École Normale Supérieure
4210104141,"01p81kj40",Université des Grands Lacs
4210135081,"036m3h813",University of Ngozi
4210117736,"022ktzz27",Uman National University of Horticulture
4210120823,"02vrpj575",Kyiv Academic University
4210131056,"03jnxyq69",Banking University
4210160240,"02zzdhn44",Kyiv Institute of Traditional Medicine
4210141083,"04y99m182",Belarusian State Agricultural Academy
4210094535,"00811aj93",International Humanitarian University
4210092288,"00nekn329",Higher Institute of Advanced Studies
4210089325,"00746ch50",Modern University for Information and Technology
4210140988,"045rvh172",Cairo Higher Institute
4210127163,"03f90br77",Mashreq University
4210096134,"00tnfjj44",Universidade Politecnica
4210115299,"0285rh439",TED University
4210139404,"04v8ap992",Lokman Hekim Üniversitesi
4210145505,"055p14r26",University of Turkish Aeronautical Association
4210155103,"049xhb141",Ostim Technical University
4210167238,"04z4n1a35",Ctl Eurocollege
4210119134,"02m5vr132",Philips College
4210158967,"020h0qv97",Kremenchuk University of Economics Information Technology and Management
4210116028,"024jjwz66",Regional Communal Higher Educational Institution Institute of Entrepreneurship Strategy
4210122761,"02nzd5081",Arish University
4210152325,"051czz811",National Academy of Environmental and Resort Construction
4210089528,"00bzfhs56",The Technological College of Beer Sheva
4210126908,"0322dgg87",American University of Culture and Education
4210134162,"02r85r585",Institute of Rural Development Planning
4210105278,"00vja3713",Université de Technologie et de Sciences Appliquées Libano-Française
4210151026,"05f8ce979",Ukrainian State University of Railway Transport
4210166724,"05p6hp428",Arab Board Of Health Specializations
4210089933,"00aze9982",St. Paul's University
4210137086,"03snj0d76",Berdyansk State Pedagogical University
4210101494,"0106a2j17",Wolaita Sodo University
4210142187,"04jsebv71",Institute of Finance Management
4210120708,"01ywkr738",Prince Mohammad Bin Salman College of Business and Entrepreneurship
4210162234,"0083yee78",Shota Meskhia State Teaching University of Zugdidi
4210131372,"02rsbbb97",Al-Nasser University
4210146209,"04rrnb020",Al-Razi University
4210090457,"0183g0e10",Al-Nisour University College
4210137018,"03js77h61",Classical and Traditional Medicine Academy
4210123672,"02vnhrp96",IGAD Sheikh Technical Veterinary School and Reference Centre
4210130889,"03b49d241",Islamic Azad University Shabestar
4210156805,"056v0a906","Islamic Azad University, Bonab Branch"
4210165053,"05r6qy592",Islamic Azad University Ilam Branch
4210107877,"01r1kqm06",Ramin Agriculture and Natural Resources University of Khouzestan
4210129530,"0377qcz53",Ayatollah Boroujerdi University
4210103082,"01erb2j90",Baku Business University
4210139362,"04ramzc89","Islamic Azad University, Langarud Branch"
4210093963,"00nt0xf41",Islamic Azad University of Gachsaran
4210149299,"042heys49",Islamic Azad University Tonekabon
4210128810,"032fhk095",Karaj Payam Noor University
4210159652,"04zdgqb89",Islamic Azad University Islamshahr Branch
4210108235,"01yz57p78",Iran University of Industries and Mines
4210127068,"033mn5m13",Pasargad Institute for Advanced Innovative Solutions
4210152512,"04sssnv16",Islamic Azad University Pharmaceutical Sciences Branch
4210123426,"03062bd88",Academic Bridge Program
4210086214,"00snt7e27",FIKRA
4210099523,"0160gm722",Gulf English School
4210116586,"01psb9158",Community College of Qatar
4210136017,"041ddxq18",University of Doha for Science and Technology
4210126091,"041hvc055",Islamic Azad University Yasuj
4210109236,"01px8ca57",Islamic Azad University of Varamin
4210140966,"049g0t365",Islamic Azad University Dolatabad
4210090965,"00bqttt79","Islamic Azad University, Marvdasht"
4210086811,"0032wgp28",Islamic Azad University Sari Branch
4210145406,"04q7e9e16",Islamic Azad University Maybod
4210090247,"00crw9046","Islamic Azad University, Estahban Branch"
4210154612,"057f4mk30",Islamic Azad University Janah
4210126505,"02exxtn84",Amity University
4210137408,"03nsj9897","Islamic Azad University, Sirjan Branch"
4210119174,"02h5h0a06",College of Applied Sciences- Ibri
4210123094,"034pj3s87",Kazakh-Russian International University
4210158057,"0568ttb16",University of Technology and Applied Sciences - Al Mussanah
4210105900,"01hhnmk90",Caledonian College of Engineering
4210131232,"02hvzvg02",Modern College of Business and Science
4210108041,"01m58xt27",Sur University College
4210096424,"00rs50b76",Chabahar Maritime University
4210104687,"01c1kpg39",Tajik Technical University named after academic M.S.Osimi
4210162233,"05t7j3v51",Tajikistan Humanitarian International University
4210124329,"024etxn40",S.Seifullin Kazakh Agro Technical University
4210141757,"038mavt60",Astana Medical University
4210097106,"00y1f4581",Kyrgyz-Uzbek International University named after Batyraly Sydykov
4210099072,"00vg62x98",Indian Education Society's V. N. Sule Guruji English Medium School
4210107677,"01nxyxz54",Mahatma Gandhi Mission Institute of Health Sciences
4210128332,"03n4dkj44",Chhandam School of Kathak
4210131705,"03x368n87",Abylkas Saginov Karaganda Technical University
4210095979,"00ncer064",Women Medical College
4210099951,"0146zsf67",Tatyasaheb Kore Dental College and Research Centre
4210104753,"01kabe474",Institute of Molecular Sciences and Bioinformatics
4210157651,"057gftg63",Government Medical College
4210154477,"0486vjb84","Himalayan Institute of Alternatives, Ladakh"
4210164371,"04y908s98",Government Medical College
4210092982,"00fd30e02",Indo Soviet Friendship College of Pharmacy
4210113792,"020t0j562",Mahatma Gandhi Mission Medical College and Hospital
4210166313,"05jwrfc26",Rajasthan Dental College and Hospital
4210162688,"01m2h6984",Chameli Devi Institute of Pharmacy
4210164514,"05hmaqs06",Bapuji Dental College and Hospital
4210119019,"02hn5dg93",Vaidyaratnam P.S. Varier Ayurveda College
4210092592,"00ftze589",Einstein Institute of Science
4210156080,"04mze8a19",Gian Sagar Medical College and Hospital
4210140486,"03xpvwe80",Pandit Bhagwat Dayal Sharma University of Health Sciences
4210154507,"04wnsdv29",Mandya Institute of Medical Sciences
4210124213,"02szhdk88",Kazakh University Ways of Communications
4210156956,"05jra0838",T.K. Zhurgenov Kazakh National Academy of Arts
4210157209,"05czq7m38",Caspian University
4210092154,"00fb17655",DJ Academy of Design
4210161522,"04w1vws04",Indian Institute of Dalit Studies
4210090019,"0078v1m45","Government Ayurved College, Nanded"
4210086950,"000yesh06",Navodaya Dental College and Hospital
4210094264,"00k8f0f41",National Institute of Technical Teachers’ Training and Research
4210145333,"04bx5yd89",Water Sanitation and Hygiene Institute
4210092865,"00hqbvm92",Oxford Dental College and Hospital
4210113629,"01ng2wp34",D A Pandu Memorial RV Dental College and Hospital
4210129991,"02xay1410",Mathrusri Ramabai Ambedkar Dental College & Hospital
4210133045,"02pfg4167",International Association for Human Values
4210150729,"0452enn61",Sri Ganapathi Sachchidananda Vagdevi Center
4210138697,"04p18ec14",Vinayaka Missions Medical College and Hospitals
4210154858,"050m92g92",Government Mohan Kumaramangalam Medical College
4210156603,"05a1xb650",Seema Dental College and Hospital
4210163871,"05eq5hr59",Zhetysu University named after Ilyas Zhansugurov
4210090915,"00fgx8j22",Montfort Social Institute
4210092736,"00e0bf989",Professor Jayashankar Telangana State Agricultural University
4210165136,"05xanxb38",Govt. Dental College & Hospital
4210133582,"030ag6b74",Meenakshi Medical College Hospital and Research Institute
4210141780,"04ckgfr29",Sri Manakula Vinayagar Medical College and Hospital
4210101093,"012npkr10",St. Joseph's Institute of Technology
4210155803,"05gebng48",CPCL Polytechnic College
4210132157,"03gxxv409",Rama Dental College Hospital & Research Centre
4210142492,"03yarwa09",Update Institute of Professional Studies
4210096915,"00vj0q898",Sarsen Amanzholov East Kazakhstan University
4210099853,"01vva4430",Roland Institute of Pharmaceutical Sciences
4210103745,"016j41127",Changji University
4210089539,"00ckgf271",Centre for Interdisciplinary Research and Education
4210131107,"02j4gdg91",Vivekananda Institute of Medical Sciences
4210148816,"05mzfgt17",Institute of Advanced Study in Science and Technology
4210088277,"005z3e143",Universitas Abulyatama
4210117845,"03bxja712",University Of Information Technology
4210138355,"03vrs3080",National Management Degree College
4210091400,"00bhzt187",Universitas Pembinaan Masyarakat Indonesia Medan
4210094654,"00nzccc08",Universitas Prima Indonesia
4210125886,"03ewepe58",Al-Azhar University
4210146508,"046581250",Medan Area University
4210086065,"00ey2ce45",Universitas Simalungun
4210106727,"01d3jsk91",Phetchaburi Rajabhat University
4210088594,"009gpfg16",Universitas Bung Hatta
4210157074,"055rtmw65",Universitas Baiturrahmah
4210094126,"00pzjnx43",Universitas Prima Nusantara Bukittinggi
4210094798,"00wcxq223",Rajamangala University of Technology Krungthep
4210134384,"04p4gjp18",Center of Excellence on Hazardous Substance Management
4210134513,"03e0h3d81",Bansomdejchaopraya Rajabhat University
4210149082,"04ec26n40",Saint John's University
4210108247,"01pen7a46",Sirindhorn College of Public Health
4210151265,"054sr2w55",Binary University of Management & Entrepreneurship
4210156111,"042wb3s35",Selangor Business School
4210103989,"01dt0bh70","National Academy of Arts, Culture and Heritage"
4210111656,"020kg7297",Kolej Poly-Tech MARA
4210150485,"04p9hvh53",Loei Rajabhat University
4210105839,"01n6wkv11",Universitas Muara Bungo
4210125145,"0357f5c77",Bangkok Business College
4210154766,"04sg72471",University of Battambang
4210139842,"04j5g5g52",Tay Bac University
4210151508,"04r5fv176",Universitas Putera Batam
4210147613,"04k4zw919",Sichuan Economic Management Cadre College
4210113646,"02579k123",Universitas Bina Darma
4210110271,"0247pbj10",Ubon Ratchathani Rajabhat University
4210086625,"002m6kk35",Vanda Institute
4210104220,"00v3ejk86",National Institute of Business
4210116551,"02agqkc58",Western University
4210127248,"02zdpmw21",Prek Leap National College of Agriculture
4210132611,"039xcs474",Informatics and Business Institute Darmajaya
4210091958,"00gjkwr85",Hanoi Open University
4210107813,"02gswea15",Hanoi Academy of Theater and Cinema
4210148490,"044nmzj55",The Vietnam National Institute of Educational Sciences
4210163599,"05m6rdh46",Microfinance and Community Development Institute
4210146698,"04gb9ay54",Hai Phong University of Management and Technology
4210131964,"03n5w2v49",Universitas Nusa Bangsa
4210123023,"031px5f40",Universitas Muhammadiyah Jakarta
4210152561,"03gssyp02",Universitas Kejuangan 45 Jakarta
4210158908,"05b4za178",Universitas Pembangunan Nasional Veteran Jakarta
4210162377,"052a22698",National Institute of Science and Technology
4210125847,"0297mhz17",Baria Vungtau University
4210108447,"01ragyh24",Dazhou Academy of Agricultural Sciences
4210100760,"015t4c879",Universitas Nurtanio
4210145429,"04zrzwm74",Universitas Langlangbuana
4210159629,"059cs8z68",Universitas Pasundan
4210159879,"05g7zxm15",Universitas Kebangsaan Republik Indonesia
4210123799,"025a27r74",Hue University of Agriculture and Forestry
4210121505,"02pa24904",Universitas Garut
4210134428,"031jzbb03",Chinese People's Armed Police Force Engineering University
4210088746,"00a4nhr72",University of Khanh Hoa
4210093146,"00gznmy49",Shaanxi Railway Institute
4210118063,"02cejc171",Guangxi Normal University for Nationalities
4210149252,"03mk77722",Xinjiang Police College
4210101417,"01zq89n20",Universitas Stikubank
4210111884,"01c1p1v81",Universitas PGRI Semarang
4210159899,"05hra0856",Universitas Muhammadiyah Semarang
4210138637,"02z5xhm28",Universitas Gunung Kidul
4210119635,"02hzqbc55",Kaili University
4210102412,"01dyr7034",Yan'an University
4210143864,"048bfyy22",Universitas Islam Kadiri
4210146584,"050g87e49",Henan Forestry Vocational College
4210115395,"02d0fkx94",Taiyuan Institute of Technology
4210099489,"00g9rmg66",Institut Pertanian Malang
4210105059,"01j1wt659",Universitas Muhammadiyah Malang
4210108175,"01rtkeb16",Universitas Merdeka Malang
4210118832,"02kvrk655",Widya Karya Catholic University
4210121203,"035yj9j43",Universitas Gresik
4210146942,"04t27vc74",Universitas Widya Kartika
4210158925,"05cn2wc35",Universitas Muhammadiyah Surabaya
4210129938,"03kzcrh59",Guangzhou Maritime College
4210147983,"05krxyw16",Guangdong Police College
4210120998,"02xrpdt68",Luohe Medical College
4210099468,"00hv1r627",Shenzhen Research Institute of China University of Geosciences
4210145152,"0486ta465",Shenzhen Radio and TV University
4210145292,"04yjbr930",Shenzhen University Health Science Center
4210090228,"00ar3n458",College of Dental Surgeons of Hong Kong
4210137146,"036b4vb45",Hong Kong Academy of Medicine
4210142825,"053syz184",Wuhan Technical College of Communications
4210111361,"01y80n017",Universitas Achmad Yani
4210086876,"001mzze07",Universitas Tabanan
4210163877,"05exvy590",Universitas Dwijendra
4210155278,"05808qp03",Jiangxi Academy of Forestry
4210096221,"00wfd0g93",Perdana University
4210112691,"01w7c9759",Universitas Islam Al-Azhar Mataram
4210135673,"04dfxm579",Universitas Nahdlatul Wathan Mataram
4210103049,"01bac4y65",Beijing Tianheng Pharmaceutical Research Institute
4210105239,"01dfm1a30",National Institute of Education Sciences
4210109779,"01pwpsm46",China Academy of Safety Sciences and Technology
4210123833,"03eh3c696",Civil Aviation Management Institute of China
4210162058,"054nkx469",Capital University of Physical Education and Sports
4210088988,"0085esk58",Universitas Kutai Kartanegara
4210088305,"00768sz96",Chinese People's Armed Police Force Medical College Affiliated Hospital
4210102575,"01243ws42",TianjinSino-German University of Applied Sciences
4210111482,"01y38kk41",Logistics University of People's Armed Police Force
4210149256,"03myvh511",Zhangzhou Vocational and Technical College
4210109416,"01pn91c28",Anhui Science and Technology University
4210157581,"04k1m2t10",Jiangsu Police Officer College
4210107712,"01mc04w21",Fujian Business University
4210162895,"00krt8g98",Institut Kesenian Makassar
4210117826,"02bjyz323",Hebei University of Environmental Engineering
4210090582,"00bt0h739",Universitas Muhammadiyah Parepare
4210155326,"051xzna40",Universitas Muhammadiyah Palu
4210164787,"05t1wae93",Puyang Vocational and Technical College
4210158194,"04rp1yr92",Yancheng Vocational Institute of Industry Technology
4210164714,"050qytm65",Qingdao Party School of CPC
4210095980,"00nf44j26",Zhejiang Runtu (China)
4210163799,"03xeb9420",City University of Pasay
4210121403,"01xn6em86",Xing Wei College
4210145669,"0479fds27",Shanghai Police College
4210103627,"01djkf495",BaiCheng Normal University
4210103306,"00vk1xe75",Liaoning Vocational College of Medical
4210133755,"042aj7s67",Universitas Muhammadiyah Kupang
4210142173,"04hjv8v27",Universitas Nusantara Manado
4210135642,"03sv0ep05",Heilongjiang Academy of Land Reclamation Sciences
4210094513,"006ec3357",Culinary Institute of Korea
4210108896,"01m84dy33",WonKwang Health Science University
4210107379,"01q6hrk40",Korean Association of Law Schools
4210115866,"028bgy326",Westminster Graduate School of Theology
4210143978,"04ctw6466",Seoul Social Welfare Graduate University
4210166923,"05rekxz26",Hallym University of Graduate Studies
4210103015,"023af1t29",Gyeonggi College of Science and Technology
4210086533,"0014sb331",Suncheon Jeil College
4210157747,"05ba5yp12",Daeduk University
4210114235,"0221fhj86",Heihe University
4210110285,"01t4th798",Yeoju University
4210146090,"03rwzd843",Universitas Kristen Indonesia Maluku
4210164548,"05mfwdr57",Gyeongbuk IT Convergence Industrial Technology Institute
4210126809,"02zq8hg49",Busan Women's College
4210143516,"042z8zj53",Aso Information Business College Fukuoka
4210123933,"02x96h768",Kumamoto Prefectural Educaiton Center
4210136888,"049bsvy30",Oita Prefectural Hida Forest Engineering High School
4210142609,"046jx2h22","National Institute of Technology, Tokuyama College"
4210139572,"03t4z6b53",Oita Prefectural Oita Technical High School
4210131413,"03qhht705","National Institute of Technology, Matsue College"
4210137753,"03whvgq80",Kake Educational Institution
4210140305,"04h8v0y52",Okayama University of Commerce Attached high School
4210094358,"00sc3fz23",Tokushima Prefectural General Education Center
4210117807,"029kvcs29","National Institute of Technology, Akashi College"
4210109131,"016mfhr46",Kobe Rokko Island High School
4210090298,"00b2e6559","National Institute of Technology, Maizuru College"
4210140863,"0451fwt31",Doshisha Kaori Junior and Senior High School
4210101656,"01ab9mk90",Ritsumeikan Junior and Senior High School
4210120410,"02k5ra816",Kyoto Prefectural Rakuhoku High School
4210125925,"02ay7p923",Kyoto Municipal Fushimi Technical High School
4210125950,"02mda8974",Kyoto Prefectural Education Center
4210105190,"01c9fx689",Tsutsujigaoka Elementary School
4210091570,"0010rmz96",Yokkaichi University Junior College
4210134979,"047fe4v13",Board of Education Mino Education Office
4210163235,"0567nxn66",Toyama Prefectural Takaoka High School
4210154789,"0540dg488",Aichi Prefectural Higashiura High School
4210122934,"02gbdr274",Tateyama Elementary School
4210129112,"02ew7cc18",Miyakoda Elementary School
4210123627,"02cd6ga95",Nagano Prefecture Inariyama Nursing School
4210157201,"05ccsp315",Nagano Prefectural Agricultural University
4210160285,"0555yfc83",Epson Information Technology College
4210087067,"000nfen14",Shizuoka Prefectural Numazu Technical High School
4210114061,"026vq2355",Niigata Prefectural Niigata Minami High School
4210157911,"04v65wy58",Saitama Prefectural Toyooka High School
4210132083,"03ta8v762",Saitama Prefectural Omiya High School
4210136575,"03z6ebp81",Ageo Nursing College
4210097121,"00z9ev113",Shinjuku College of Information Technology
4210109688,"01jzaah84",Asahide Gakuen
4210115548,"024hvm870",Japan Electronics College
4210117013,"02tefzr61",University of Tokyo Health Sciences
4210141387,"03vyrmv17",Ochanomizu University Kindergarten
4210144934,"04tr5bk94",Tokyo Metropolitan Tachikawa High School
4210155431,"05rwf2d02",Ryogoku High School
4210129802,"03s52tj69",Saitama Prefectural Kasukabe Special Support School
4210137284,"040mta007","National Institute of Technology, Oyama College"
4210162302,"05w1vm756",Yonezawa Chuo Senior High School
4210153137,"04vbmne73",Sakura Walnut Kindergarten
4210149749,"05jja7t55",Iwate Prefectural Taneichi High School
4210090237,"00bgzqr58",Universitas Sains dan Teknologi Jayapura
4210087147,"000gm9x69","National Institute of Technology, Hakodate College"
4210127831,"034k6e791",Hakodate Shirayuri Gakuen
4210092921,"00g5hz655",Bunka Womens University Muroran Junior College
4210129074,"03r5mvm76",Iwate Prefectural Morioka Agricultural High School
4210091521,"00c33pd26",Hokkaido Sapporo Kaisei High School
4210150622,"0415ygs14","National Institute of Technology, Tomakomai College"
4210092310,"00cxqcr87",Christian Heritage College
4210105342,"028ptjw77",Baltic Institute of Economics and Finance
4210103400,"01nrsdg41",Saint - Petersburg State Chemical Pharmaceutical Academy
4210104724,"019v5rt51",Wallenberg Institute of Special Education and Psychology
4210115905,"029hynv20",Saint Petersburg Medical Technical Institute
4210129604,"034882z59",Saint Petersburg State Forest Technical University
4210129922,"02x2x2y51",Smolny University
4210138922,"04e1g5k93",Saint Petersburg Institute of Law named after Prince P. Oldenburg
4210142881,"04sex8v22",Russian Christian Humanitarian Academy
4210143522,"0438jm029",Northwest Open Technical University
4210147041,"049nmp689",Nevsky Institute of Management and Design
4210157147,"05vmyj633",Saint Petersburg State Academy of Veterinary Medicine
4210114027,"01gktk238",Velikie Luki State Academy of Physical Culture and Sports
4210137438,"04mv68k05",Karelian State Pedagogical Academy
4210144457,"03zj4hg45",Military Academy of Air-Space Defense named after Marshal of the Soviet Union GK Zhukov
4210108686,"014hxxb31",Oryol State University of Economics and Trade
4210094096,"00nf68x61",Belgorod State Agricultural University
4210111826,"01te5dc44",Belgorod State University of Arts and Culture
4210090851,"009bn4527",Moscow International Higher Business School
4210093703,"00ktcxb85",Russian International Academy of Tourism
4210097379,"00v9n6a67",Moscow University of Finance and Law
4210100178,"018h19434",Institute of Practical Oriental Studies
4210110371,"026s4j722",Russian Academy of Education
4210119919,"02bkvsd42",Moscow State Institute of Music named after A.G. Schnittke
4210137291,"041b0hx46",Institute of State Administration
4210141449,"034f9gk34",Institute of Professional Innovations
4210145242,"05c4crv67",Moscow State University of Technologies and Management named after K.G. Razumovskiy
4210160647,"054n82381",Russian University of Cooperation
4210165392,"02qd5e669",Moscow State Open University
4210166057,"030cw3k54",Moscow Psycho-Social University
4210128959,"032pkq250",Admiral Ushakov State Maritime University
4210086133,"00m1jj386",Rybinsk State Aviation Technological Academy
4210165055,"05rdty581",Taganrog State Pedagogical Institute
4210106771,"01mebf576",Voronezh State University of Engineering Technologies
4210120411,"02kdbxe33",International Institute of Computer Technologies
4210121566,"02m4a5582",Voronezh State Pedagogical University
4210109043,"01nxjpd08",Vladimir State University
4210116241,"0378r5x41",Tambov State Music and Pedagogical Institute named after S.V. Rachmaninov
4210166447,"05q6gjh32",North Caucasian Social Institute
4210140902,"041szz343",Volgograd State Technical University
4210119596,"01w2py151",North Ossetian State Medical Academy
4210108558,"015jqsk41",Penza State Agricultural Academy
4210122798,"034tqw466",Grozny State Oil Technical University named after Academician MD Millionshtchikov
4210147827,"04agtv307",Saratov State Agrarian University named after N.I .Vavilov
4210110281,"01sy57r11",Kazan State Conservatoire named after N. Zhiganov
4210111382,"01bz4gq06",University of Management TISBI
4210158699,"05swzm262",Institute of Social and Humanities
4210148524,"04wdw1j96",Volzhsky University after V.N. Tatischev
4210103655,"01anxqg21",Vyatka State University
4210099295,"016md1z42",Samara Law Institute of the Federal Penitentiary Service of Russia
4210145445,"050q60w23",Povolzhskiy State University of Telecommunications and Informatics
4210150925,"04mgy5815",Kamsky Institute
4210092603,"004s6ct47",Orenburg State Agrarian University
4210136253,"038nzs086",Orenburg State Pedagogical University
4210093356,"00ktvw306",Ufa Research Institute of Occupational Health and Human Ecology
4210123834,"03enayd48",Perm State Agricultural Academy
4210106425,"01pd36p58",Russian Research Institute for Integrated Water Management and Protection
4210110433,"01x4bmq04",Ekaterinburg State Theatre Institute
4210161113,"057j5m475",Ural Institute for the Humanities
4210165799,"05qbwsp96",Tyumen State Medical University
4210110584,"01shwkq60","Kryachkov Novosibirsk State University of Architecture, Design and Arts"
4210092764,"00nnwpb90",Novosibirsk Humanitarian Institute
4210128424,"03g1eje15",Siberian Independent Institute
4210155925,"04t6tw838",Siberian State University Geosystems and Technology
4210100495,"00hb0gy21",Kuzbass Institute of Economics and Law
4210093214,"00jydkt05",Fedorovsky Polar State University
4210090231,"00b0jb681",Krasnoyarsk State Medical University
4210092539,"00nszah81",Krasnoyarsk State Pedagogical University
4210100422,"01473qm81",Siberian Institute of Business Management and Psychology
4210136478,"04c7f6285",Irkutsk State Agrarian University named after A.A. Ezhevsky
4210093819,"00jzdyg03",Buryat State Academy of Agriculture
4210090900,"00f6n1x59",Far Eastern Scientific Research Institute of Mechanization and Electrification of Agriculture
4210127927,"03mwwhq75",Higher School of Innovation Management
4210132695,"03a74kx83",Research Institute of National Schools of the Republic of Sakha
4210166647,"02swb7a46",High School of Music of Sakha
4210156253,"0511c9v88",Churapcha State Institute of Physical Education and Sports
4210094539,"00k0bzz46",Far-Eastern Academy of Public Service
4210154183,"052qf7p09",Far Eastern Law Institute of Ministry of Internal Affairs of Russia
4210129879,"03aevhx31",Kamchatka State University named after Vitus Bering
4210120417,"02kha8k84",Universidad de la Sierra
4210119428,"03hr7f472",Centro Universitario de Ciudad Juárez
4210098252,"00v2tva64",Centro de Estudios Universitarios de Baja California
4210102621,"016b8st17",Universidad Vizcaya de las Américas
4210158469,"01p9jjh58",Universidad del Valle de Matatipac
4210115429,"02bzvpv63",Universidad Autónoma del Pacífico
4210108229,"01yczqg15",Universidad Enrique Díaz de León
4210142630,"047qtjs73",Universidad Metropolitana Latin Campus
4210131935,"039emag51",Universidad Autónoma de Fresnillo
4210113854,"0259tmr25",Centro Universitario Juana de Asbaje
4210157690,"04tjmjk63",Universidad de Zamora
4210166430,"047htnr46",Universidad de Estudios Profesionales de Ciencias y Artes
4210140338,"03chmh893",Universidad Santa Fe
4210102553,"00tnb2p82",Universidad de Morelia
4210152840,"05rsyz291",Universidad Potosina
4210152881,"04zh6m791",Universidad José Vasconcelos
4210162752,"05d58hs71",Universidad Tangamanga
4210119091,"02mczgx58",Universidad Latina de México
4210153398,"044jexg93",Universidad Contemporánea
4210120690,"02gm6vn88",Consorcio Educativo Oxford
4210114264,"02e7h1n39",Universidad Intercultural del Estado de México
4210126281,"028dfkq31",Universidad Americana de Acapulco
4210134589,"03qg1ka05",Universidad Loyola del Pacífico
4210165487,"05s142056",Instituto Tecnológico de Toluca
4210139820,"03m69ak30",Universidad de Norteamérica
4210099691,"0150qbw95",Universidad Mexicana de Educación a Distancia
4210115338,"02a7np905",Centro Universitario Latinoamericano de Morelos
4210097087,"00tsxbx86",Universidad Interamericana para el Desarrollo
4210146565,"05gjd9170",Polytechnic University of the Valley of Mexico
4210157982,"05dm1m153",Universidad Internacional de América
4210092269,"00dsfsy77",Universidad Chapultepec
4210098971,"015jgm839",Centro Universitario Emmanuel Kant
4210126128,"02pfwd463",Universidad Gestalt
4210137577,"04wtsrd61",Instituto Universitario de Ciencias Médicas y Humanísticas de Nayarit
4210158257,"03vgrpt42",Universidad St. John's
4210160400,"04vhngq09",Salesian University
4210161354,"05rdf3493",Universidad Abierta y a Distancia
4210095402,"00sb61x57",Universidad Lucerna
4210097172,"00qfnf017",Colegio de Postgraduados
4210086229,"00v9kaj80",Universidad México Contemporáneo
4210118482,"01v9kmn87",Centro Universitario Vasco de Quiroga de Huejutla
4210158412,"057vq1a33",Centro Universitario del Oriente de Hidalgo
4210134572,"042xekv98",Universidad Tamaulipeca
4210134928,"049tfqy31",Universidad México Americana del Norte
4210094871,"00jcw6451",Universidad Madero
4210127209,"031m3tz43",Universidad Mesoamericana
4210132799,"03rkach21",Instituto de Estudios Universitarios
4210156683,"04qgx7b19",Universidad de Relaciones y Estudios Internacionales
4210113527,"01h39r951",Universidad Paccioli Xalapa
4210130395,"02qchka04",Instituto Universitario de Oaxaca
4210131446,"02wmzx058",Universidad José Vasconcelos de Oaxaca
4210132911,"048yh2980",Universidad Villa Rica
4210138001,"039207457",Centro Universitario Hispano Mexicano
4210113608,"01w8zj169",Instituto Tecnológico de Tuxtepec
4210140344,"03cqn2k13",Universidad del Tacana
4210134601,"03rsfqa52",Universidad de Especialidades
4210104515,"01d809t39",Universidad de Sonsonate
4210118533,"02e6s3r40",Escuela Superior de Artes de Yucatán
4210161114,"057pbd488",Universidad Mesoamericana de San Agustín
4210101035,"014dtj905",Universidad Pedagógica de El Salvador
4210105079,"01k8z5j70",Universidad Don Bosco
4210160370,"05rsfnx05",Universidad Pedagógica Nacional Francisco Morazán
4210111065,"019fz0m35",Universidad Maya de las Américas
4210099121,"00x76st93",Universidad Católica de Costa Rica
4210112535,"01thvz382",Universidad de San Jose
4210114409,"027q6qt05",Universidad Evangélica de las Américas
4210127400,"02gj6ck68",Iberoamerican University
4210139509,"03q0gmx50",Universidad Libre de Costa Rica
4210122243,"02pz3nt69",Truman Bodden Law School
4210141329,"036zk8k10",Universidad Tecnica de Machala
4210138999,"045qvhf73",Universidad Privada Juan Mejía Baca
4210154034,"04y96wg46",Imperial College of Toronto
4210147376,"03grmx823",Universidad Interamericana de Panamá
4210164199,"05myvyk91",Universidad del Arte Ganexa
4210165911,"02yh39302",Delphi University
4210091861,"00dmdt028",Universidad UTE
4210136908,"04abrpb32",Universidad Norbert Wiener
4210166280,"0208tyb13",Universidad Peruana Simón Bolívar
4210135403,"030v7ct83",Institución Universitaria Antonio José Camacho
